,rating,agent_type,misinformation_type,rebuttal_type,rating_score
5789,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,2
5790,somewhat helpful,neutral,Ad Populum,Mitigation,1
5791,somewhat helpful,neutral,Ad Populum,Alternative,1
5792,somewhat helpful,neutral,Ad Populum,No Evidence,1
5793,somewhat helpful,neutral,Ad Populum,Another True Cause,1
5794,helpful,neutral,Ad Populum,Missing Mechanism 1,2
5795,helpful,neutral,Ad Populum,Missing Mechanism 2,2
5796,somewhat helpful,neutral,Ad Populum,No Need to Address,1
5797,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
5798,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
5799,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
5800,helpful,neutral,Circular Claim,Mitigation,2
5801,helpful,neutral,Circular Claim,Alternative,2
5802,helpful,neutral,Circular Claim,No Evidence,2
5803,helpful,neutral,Circular Claim,Another True Cause,2
5804,helpful,neutral,Circular Claim,Missing Mechanism 1,2
5805,helpful,neutral,Circular Claim,Missing Mechanism 2,2
5806,helpful,neutral,Circular Claim,No Need to Address,2
5807,helpful,neutral,Circular Claim,Negative Effect due to y,2
5808,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,2
5809,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,2
5810,helpful,neutral,False Causality,Mitigation,2
5811,somewhat helpful,neutral,False Causality,Alternative,1
5812,somewhat helpful,neutral,False Causality,No Evidence,1
5813,helpful,neutral,False Causality,Another True Cause,2
5814,helpful,neutral,False Causality,Missing Mechanism 1,2
5815,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5816,helpful,neutral,False Causality,No Need to Address,2
5817,somewhat helpful,neutral,False Causality,Negative Effect due to y,1
5818,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5819,helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,2
5820,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
5821,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
5822,somewhat helpful,neutral,Fallacy of Credibility,No Evidence,1
5823,somewhat helpful,neutral,Fallacy of Credibility,Another True Cause,1
5824,somewhat helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,1
5825,somewhat helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,1
5826,somewhat helpful,neutral,Fallacy of Credibility,No Need to Address,1
5827,somewhat helpful,neutral,Fallacy of Credibility,Negative Effect due to y,1
5828,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
5829,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
5830,somewhat helpful,neutral,Deductive Fallacy,Mitigation,1
5831,somewhat helpful,neutral,Deductive Fallacy,Alternative,1
5832,somewhat helpful,neutral,Deductive Fallacy,No Evidence,1
5833,somewhat helpful,neutral,Deductive Fallacy,Another True Cause,1
5834,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 1,1
5835,somewhat helpful,neutral,Deductive Fallacy,Missing Mechanism 2,1
5836,somewhat helpful,neutral,Deductive Fallacy,No Need to Address,1
5837,somewhat helpful,neutral,Deductive Fallacy,Negative Effect due to y,1
5838,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 1,1
5839,somewhat helpful,neutral,Deductive Fallacy,Positive Effects of a Different Perspective from y 2,1
5840,somewhat helpful,neutral,Fallacy of Relevance,Mitigation,1
5841,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
5842,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
5843,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
5844,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
5845,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
5846,helpful,neutral,Fallacy of Relevance,No Need to Address,2
5847,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
5848,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
5849,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
5850,somewhat helpful,neutral,Circular Claim,Mitigation,1
5851,somewhat helpful,neutral,Circular Claim,Alternative,1
5852,helpful,neutral,Circular Claim,No Evidence,2
5853,helpful,neutral,Circular Claim,Another True Cause,2
5854,somewhat helpful,neutral,Circular Claim,Missing Mechanism 1,1
5855,helpful,neutral,Circular Claim,Missing Mechanism 2,2
5856,helpful,neutral,Circular Claim,No Need to Address,2
5857,helpful,neutral,Circular Claim,Negative Effect due to y,2
5858,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,2
5859,helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,2
5860,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
5861,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
5862,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
5863,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
5864,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
5865,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
5866,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
5867,somewhat helpful,neutral,Appeal to Emotion,Negative Effect due to y,1
5868,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
5869,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
5870,somewhat helpful,neutral,Ad Hominem,Mitigation,1
5871,somewhat helpful,neutral,Ad Hominem,Alternative,1
5872,somewhat helpful,neutral,Ad Hominem,No Evidence,1
5873,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
5874,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
5875,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
5876,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
5877,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
5878,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
5879,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
5880,helpful,neutral,Fallacy of Relevance,Mitigation,2
5881,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
5882,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
5883,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
5884,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
5885,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
5886,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
5887,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
5888,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
5889,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
5890,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
5891,somewhat helpful,neutral,Faulty Generalization,Alternative,1
5892,helpful,neutral,Faulty Generalization,No Evidence,2
5893,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
5894,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
5895,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
5896,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
5897,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
5898,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
5899,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,1
5900,somewhat helpful,neutral,Equivocation,Mitigation,1
5901,somewhat helpful,neutral,Equivocation,Alternative,1
5902,somewhat helpful,neutral,Equivocation,No Evidence,1
5903,somewhat helpful,neutral,Equivocation,Another True Cause,1
5904,somewhat helpful,neutral,Equivocation,Missing Mechanism 1,1
5905,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5906,somewhat helpful,neutral,Equivocation,No Need to Address,1
5907,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
5908,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
5909,helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,2
5910,somewhat helpful,neutral,Ad Populum,Mitigation,1
5911,somewhat helpful,neutral,Ad Populum,Alternative,1
5912,helpful,neutral,Ad Populum,No Evidence,2
5913,somewhat helpful,neutral,Ad Populum,Another True Cause,1
5914,somewhat helpful,neutral,Ad Populum,Missing Mechanism 1,1
5915,somewhat helpful,neutral,Ad Populum,Missing Mechanism 2,1
5916,somewhat helpful,neutral,Ad Populum,No Need to Address,1
5917,somewhat helpful,neutral,Ad Populum,Negative Effect due to y,1
5918,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 1,1
5919,somewhat helpful,neutral,Ad Populum,Positive Effects of a Different Perspective from y 2,1
5920,somewhat helpful,neutral,Circular Claim,Mitigation,1
5921,somewhat helpful,neutral,Circular Claim,Alternative,1
5922,somewhat helpful,neutral,Circular Claim,No Evidence,1
5923,helpful,neutral,Circular Claim,Another True Cause,2
5924,helpful,neutral,Circular Claim,Missing Mechanism 1,2
5925,somewhat helpful,neutral,Circular Claim,Missing Mechanism 2,1
5926,somewhat helpful,neutral,Circular Claim,No Need to Address,1
5927,somewhat helpful,neutral,Circular Claim,Negative Effect due to y,1
5928,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 1,1
5929,somewhat helpful,neutral,Circular Claim,Positive Effects of a Different Perspective from y 2,1
5930,somewhat helpful,neutral,False Causality,Mitigation,1
5931,somewhat helpful,neutral,False Causality,Alternative,1
5932,somewhat helpful,neutral,False Causality,No Evidence,1
5933,somewhat helpful,neutral,False Causality,Another True Cause,1
5934,somewhat helpful,neutral,False Causality,Missing Mechanism 1,1
5935,somewhat helpful,neutral,False Causality,Missing Mechanism 2,1
5936,somewhat helpful,neutral,False Causality,No Need to Address,1
5937,somewhat helpful,neutral,False Causality,Negative Effect due to y,1
5938,somewhat helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 1,1
5939,helpful,neutral,False Causality,Positive Effects of a Different Perspective from y 2,2
5940,somewhat helpful,neutral,Equivocation,Mitigation,1
5941,somewhat helpful,neutral,Equivocation,Alternative,1
5942,helpful,neutral,Equivocation,No Evidence,2
5943,somewhat helpful,neutral,Equivocation,Another True Cause,1
5944,somewhat helpful,neutral,Equivocation,Missing Mechanism 1,1
5945,somewhat helpful,neutral,Equivocation,Missing Mechanism 2,1
5946,somewhat helpful,neutral,Equivocation,No Need to Address,1
5947,somewhat helpful,neutral,Equivocation,Negative Effect due to y,1
5948,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 1,1
5949,somewhat helpful,neutral,Equivocation,Positive Effects of a Different Perspective from y 2,1
5950,somewhat helpful,neutral,Faulty Generalization,Mitigation,1
5951,somewhat helpful,neutral,Faulty Generalization,Alternative,1
5952,helpful,neutral,Faulty Generalization,No Evidence,2
5953,somewhat helpful,neutral,Faulty Generalization,Another True Cause,1
5954,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 1,1
5955,somewhat helpful,neutral,Faulty Generalization,Missing Mechanism 2,1
5956,somewhat helpful,neutral,Faulty Generalization,No Need to Address,1
5957,helpful,neutral,Faulty Generalization,Negative Effect due to y,2
5958,somewhat helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 1,1
5959,helpful,neutral,Faulty Generalization,Positive Effects of a Different Perspective from y 2,2
5960,somewhat helpful,neutral,Fallacy of Credibility,Mitigation,1
5961,somewhat helpful,neutral,Fallacy of Credibility,Alternative,1
5962,helpful,neutral,Fallacy of Credibility,No Evidence,2
5963,helpful,neutral,Fallacy of Credibility,Another True Cause,2
5964,helpful,neutral,Fallacy of Credibility,Missing Mechanism 1,2
5965,helpful,neutral,Fallacy of Credibility,Missing Mechanism 2,2
5966,helpful,neutral,Fallacy of Credibility,No Need to Address,2
5967,helpful,neutral,Fallacy of Credibility,Negative Effect due to y,2
5968,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 1,1
5969,somewhat helpful,neutral,Fallacy of Credibility,Positive Effects of a Different Perspective from y 2,1
5970,somewhat helpful,neutral,Ad Hominem,Mitigation,1
5971,somewhat helpful,neutral,Ad Hominem,Alternative,1
5972,somewhat helpful,neutral,Ad Hominem,No Evidence,1
5973,somewhat helpful,neutral,Ad Hominem,Another True Cause,1
5974,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 1,1
5975,somewhat helpful,neutral,Ad Hominem,Missing Mechanism 2,1
5976,somewhat helpful,neutral,Ad Hominem,No Need to Address,1
5977,somewhat helpful,neutral,Ad Hominem,Negative Effect due to y,1
5978,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 1,1
5979,somewhat helpful,neutral,Ad Hominem,Positive Effects of a Different Perspective from y 2,1
5980,somewhat helpful,neutral,Intentional Fallacy,Mitigation,1
5981,somewhat helpful,neutral,Intentional Fallacy,Alternative,1
5982,somewhat helpful,neutral,Intentional Fallacy,No Evidence,1
5983,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
5984,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
5985,somewhat helpful,neutral,Intentional Fallacy,Missing Mechanism 2,1
5986,helpful,neutral,Intentional Fallacy,No Need to Address,2
5987,helpful,neutral,Intentional Fallacy,Negative Effect due to y,2
5988,helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 1,2
5989,somewhat helpful,neutral,Intentional Fallacy,Positive Effects of a Different Perspective from y 2,1
5990,somewhat helpful,neutral,Appeal to Emotion,Mitigation,1
5991,somewhat helpful,neutral,Appeal to Emotion,Alternative,1
5992,somewhat helpful,neutral,Appeal to Emotion,No Evidence,1
5993,somewhat helpful,neutral,Appeal to Emotion,Another True Cause,1
5994,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 1,1
5995,somewhat helpful,neutral,Appeal to Emotion,Missing Mechanism 2,1
5996,somewhat helpful,neutral,Appeal to Emotion,No Need to Address,1
5997,helpful,neutral,Appeal to Emotion,Negative Effect due to y,2
5998,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 1,1
5999,somewhat helpful,neutral,Appeal to Emotion,Positive Effects of a Different Perspective from y 2,1
6000,somewhat helpful,neutral,Fallacy of Relevance,Mitigation,1
6001,somewhat helpful,neutral,Fallacy of Relevance,Alternative,1
6002,somewhat helpful,neutral,Fallacy of Relevance,No Evidence,1
6003,somewhat helpful,neutral,Fallacy of Relevance,Another True Cause,1
6004,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 1,1
6005,somewhat helpful,neutral,Fallacy of Relevance,Missing Mechanism 2,1
6006,somewhat helpful,neutral,Fallacy of Relevance,No Need to Address,1
6007,somewhat helpful,neutral,Fallacy of Relevance,Negative Effect due to y,1
6008,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 1,1
6009,somewhat helpful,neutral,Fallacy of Relevance,Positive Effects of a Different Perspective from y 2,1
6010,helpful,neutral,Intentional Fallacy,Mitigation,2
6011,helpful,neutral,Intentional Fallacy,Alternative,2
6012,helpful,neutral,Intentional Fallacy,No Evidence,2
6013,somewhat helpful,neutral,Intentional Fallacy,Another True Cause,1
6014,helpful,neutral,Intentional Fallacy,Missing Mechanism 1,2
6015,helpful,neutral,Intentional Fallacy,Missing Mechanism 2,2
6016,helpful,neutral,Intentional Fallacy,No Need to Address,2
